est_diameter_min,est_diameter_max,relative_velocity,miss_distance,absolute_magnitude,hazardous
53,118,72174,14758173,23,0
42,94,36011,67215450,24,0
80,180,52954,34486868,22,0
24,54,29143,1350046,25,0
66,147,35949,27490503,23,0
46,103,38975,8756404,23,0
141,316,28782,70444738,21,1
27,62,28435,10300975,24,0
46,103,26147,26427800,23,0
42,94,65152,39606986,24,0
16,35,30081,13323058,26,0
63,142,18977,38575886,23,0
12,27,70513,39224422,26,0
60,136,84905,47810436,23,0
63,142,16067,36213724,23,0
23,51,90965,67610438,25,0
40,89,48501,54300958,24,0
53,118,32875,53324649,23,0
18,41,57862,42301526,25,0
60,136,21301,21452646,23,0
167,375,97770,17759105,21,1
31,71,31474,21939147,24,0
291,651,44260,47078137,19,0
44,98,92548,69170433,23,0
16,37,32432,13392025,26,0
6,14,8808,4176346,28,0
133,297,47144,40460958,21,1
84,187,69603,41198739,22,0
12,27,42854,68709944,26,0
46,103,52883,39117024,23,0
60,135,14077,47462745,23,0
3,7,16146,70789336,29,0
2,6,22309,8368222,29,0
55,124,65635,56135496,23,0
30,68,32888,45791431,24,0
15,33,43749,38527654,26,0
236,529,72449,36854092,20,0
245,549,68742,62554102,20,0
10,22,45729,47666779,27,0
44,98,58696,10621727,23,0
84,187,62262,54178464,22,0
44,100,32278,51876405,23,0
10,22,24207,25411549,27,0
31,71,68541,48780725,24,0
237,532,73908,38607339,20,0
9,21,29267,51463813,27,0
133,297,48225,27662789,21,0
24,54,46204,66283852,25,0
11,25,87060,64969786,26,0
80,179,68113,44449643,22,0
7,15,30962,41203074,27,0
211,472,57040,40807067,20,1
26,59,36295,37144168,25,0
84,187,67155,63565235,22,0
58,130,33840,15795784,23,0
116,259,94950,25233601,21,1
35,78,22977,46548262,24,0
231,517,68361,50836143,20,0
7,16,54557,46538966,27,0
10,24,44872,51008230,26,0
9,21,52742,51145950,27,0
265,594,36572,33385651,20,0
35,78,44190,16798064,24,0
166,371,73262,44871819,21,0
194,434,82349,45342360,20,1
152,342,56199,41374741,21,0
242,542,79477,35630904,20,1
205,459,58058,42584443,20,1
8,19,23797,1966310,27,0
43,98,29059,67411200,23,0
60,136,50564,70248368,23,0
50,112,45674,28793714,23,0
29,65,29034,69658924,24,0
10,24,34972,1643656,26,0
73,163,45268,58410079,22,0
16,35,66923,59698120,26,0
8,17,41695,396904,27,0
5,11,96544,72640035,28,0
19,42,62137,13073359,25,0
22,49,55219,21198110,25,0
27,62,36342,39943287,24,0
12,28,44190,4188141,26,0
6,15,17991,46506935,27,0
209,467,39629,59645917,20,0
50,113,34737,5520958,23,0
127,284,48275,40072252,21,0
10,22,7746,10210582,27,0
58,130,56879,31741394,23,0
22,49,30807,13400775,25,0
116,259,73545,23948873,21,0
12,28,57617,72925874,26,0
24,54,51921,51704967,25,0
22,49,64595,4492558,25,0
17,38,39280,16989718,25,0
50,113,19736,65193005,23,0
46,103,24540,28103697,23,0
6,15,49869,40665842,27,0
35,78,39315,47955475,24,0
278,622,67387,53284607,19,0
22,49,38539,46540241,25,0
13,31,14740,21277490,26,0
16,37,48710,27019182,26,0
133,297,67432,48361208,21,0
5,13,29147,47617995,28,0
152,342,39251,39795224,21,0
20,45,48688,64950544,25,0
7,17,32542,39963135,27,0
46,104,35445,14564066,23,0
146,326,42832,7811510,21,1
53,118,11928,57544332,23,0
175,392,53394,40631352,20,0
21,47,9243,12422812,25,0
8,17,23448,29283804,27,0
8,18,8837,9171177,27,0
92,206,53049,18166228,22,0
22,49,66798,37902747,25,0
30,68,26457,72398066,24,0
211,472,14101,35479683,20,0
253,567,65251,34064303,20,0
22,49,27120,73238866,25,0
64,143,34357,40851378,23,0
88,196,30372,24064270,22,0
17,39,95845,73248857,25,0
7,17,13976,5127889,27,0
76,171,83794,62353547,22,0
214,478,72289,68468092,20,1
16,35,32842,26985221,26,0
17,38,32916,28528376,25,0
24,54,25664,14621772,25,0
10,23,50537,50877561,27,0
30,68,19122,15994011,24,0
116,259,59367,3152292,21,1
11,24,17810,21885786,26,0
3,8,15199,28411637,29,0
121,271,70231,70108100,21,0
25,56,17711,7987913,25,0
5,12,22997,61747726,28,0
8,18,31437,13203499,27,0
29,65,69206,3631999,24,0
33,74,30878,10373050,24,0
242,542,74471,70091300,20,0
4,9,15577,12602418,29,0
160,358,64234,32896684,21,0
4,9,37674,24439606,28,0
63,142,56845,12245933,23,0
221,494,76550,56395594,20,0
78,175,38731,21766810,22,0
23,51,36935,41108549,25,0
73,163,15525,43949022,22,0
26,59,20474,8845832,24,0
27,62,36641,3382648,24,0
14,31,27259,63619824,26,0
13,30,28485,50767664,26,0
30,69,24793,13550505,24,0
139,311,53813,9742833,21,1
40,89,15741,40133281,24,0
133,297,72672,57689730,21,0
10,23,20810,26417561,27,0
30,68,67086,65352711,24,0
19,43,54223,44086517,25,0
42,94,21356,2606912,24,0
27,62,46468,2369560,24,0
63,142,82059,64908496,23,0
31,71,17938,23364454,24,0
105,236,36021,48972302,22,0
31,71,39255,8096052,24,0
278,622,16596,48822387,19,0
17,39,75490,65803034,25,0
305,682,71801,63214583,19,0
38,85,51533,1197691,24,0
8,18,77885,50509018,27,0
9,21,48253,54457451,27,0
77,172,18277,60881269,22,0
5,13,6575,32350733,28,0
7,16,31310,1098737,27,0
118,265,57323,14066841,23,0
88,196,70727,31815202,22,0
31,71,28768,9309937,24,0
8,19,40674,872587,27,0
160,394,55700,60840669,21,0
257,575,27868,35436418,20,1
35,78,67606,70481881,24,0
39,89,37313,10211982,24,0
12,27,48974,3172171,26,0
92,206,61675,27099844,22,0
9,20,53982,65046181,27,0
58,130,57198,66764937,23,0
50,113,47675,33721336,23,0
73,163,40239,53695251,22,0
76,171,52345,73837256,22,0
239,534,55793,60924572,20,0
33,74,13304,26222699,24,0
48,108,31483,28277672,23,0
5,11,20594,540453,28,0
253,567,80028,47268281,20,0
5,11,39091,60877137,28,0
12,27,20827,2825616,26,0
25,56,54398,23103107,25,0
35,79,51567,9946630,24,0
187,418,65356,65208349,20,0
187,418,86387,66631615,20,1
40,89,67316,46720146,24,0
48,108,18642,36502600,23,0
8,19,65808,41860045,27,0
15,33,78018,64976801,26,0
11,24,20258,25271099,26,0
15,34,78524,68787430,23,0
36,82,26127,14638975,24,0
53,118,43357,46106417,23,0
4,8,77701,19420823,29,0
22,49,30936,41845354,25,0
30,68,33543,948320,24,0
13,30,26374,30772524,26,0
68,152,60536,48421680,22,0
38,85,79704,57012248,24,0
231,517,63843,54387098,20,0
15,34,54603,2236106,26,0
50,113,27984,5697326,23,0
24,54,22379,6943504,25,0
63,142,34062,23307106,23,0
8,19,46637,54232406,27,0
35,78,22474,48241984,24,0
48,108,33390,10530952,23,0
2,6,6783,11627199,29,0
110,247,61929,27908116,21,1
133,297,36526,19145640,21,1
2,5,32841,23797087,30,0
5,11,60333,37578855,28,0
92,206,39731,64761282,22,0
9,21,31811,17071873,27,0
69,156,72379,55523378,22,0
15,34,90340,57580149,26,0
192,430,8178,62833589,20,0
119,266,51108,25134440,21,0
63,142,103371,69517989,23,0
50,113,112725,72497755,23,0
5,11,64156,38429606,28,0
21,47,32674,6842549,25,0
15,34,51617,5314417,26,0
9,22,54267,40812833,27,0
16,35,26034,7008207,26,0
40,89,46261,10757849,24,0
63,142,28858,4756888,23,0
18,41,36384,42780835,25,0
6,14,48058,47358155,28,0
40,90,16950,43217452,24,0
29,65,7299,15949853,24,0
76,171,67741,12248552,22,0
48,108,41045,39797082,23,0
31,71,24897,12773995,24,0
53,118,55002,60932925,23,0
233,522,64130,46975120,20,0
173,387,26072,24234158,20,1
30,68,23431,46819113,24,0
36,82,32460,13207198,24,0
242,542,41790,53960260,20,0
11,26,66257,9917351,26,0
63,141,32639,22988960,23,0
92,207,55728,14742916,22,0
35,78,26545,5910845,24,0
48,108,18313,12494402,23,0
1,3,80937,70779680,31,0
96,215,70538,68543647,22,0
30,69,14119,39156620,24,0
175,392,29514,61194061,20,0
58,130,52413,14444806,23,0
152,342,44238,15321656,21,0
9,20,35287,896825,27,0
211,472,47920,55783870,20,0
6,14,44671,751875,27,0
22,49,58535,60082049,25,0
46,103,74463,20537813,23,0
30,68,37622,19227590,24,0
6,14,8200,12417910,28,0
13,29,24654,46111928,26,0
14,32,14993,26475553,26,0
116,259,52133,21634801,21,1
321,717,15907,32507221,19,0
64,145,80080,62567188,23,0
7,16,11091,2940032,27,0
50,113,84762,21770132,23,0
13,29,18054,25720635,26,0
152,342,94455,45077224,21,1
101,225,37528,41623825,22,0
83,186,88893,65072245,22,0
53,118,26896,1740260,23,0
211,472,51509,37320840,20,0
38,85,55506,7505156,24,0
96,215,36657,27902283,22,0
105,236,16620,42559238,22,0
27,61,24792,59336749,24,0
75,168,24742,11312627,22,0
5,11,44190,19762494,28,0
136,306,79780,54789339,21,1
58,130,72991,6318394,23,0
67,149,32337,20999452,22,0
35,78,86571,67063841,24,0
12,28,84473,62636667,26,0
124,279,45034,68426394,21,0
16,37,43835,1091624,25,0
7,16,106029,65880087,27,0
35,78,49724,4486931,24,0
119,266,51646,56263812,21,0
40,89,10238,22933119,24,0
84,187,4633,55347555,22,0
286,639,13934,49035583,19,0
16,37,31125,2541872,26,0
110,247,43336,6098169,21,1
3,8,24075,64648374,29,0
221,494,105268,58191355,20,0
3,7,42319,11925118,29,0
242,542,46668,73305592,20,1
132,296,34603,52123900,21,0
13,29,20584,10969555,26,0
280,628,50650,11192081,19,1
30,68,23249,2113366,24,0
63,142,40028,52776443,23,0
9,21,40572,51612148,27,0
309,691,56627,65395775,19,1
35,78,46626,42800073,24,0
25,56,30409,29444357,25,0
36,82,64871,64899765,24,0
10,23,35417,2920351,27,0
57,128,58438,17317212,23,0
96,215,63374,12079173,22,0
4,10,20565,6588121,28,0
28,62,23492,66499577,24,0
37,83,34619,15201429,24,0
22,51,72692,2186473,25,0
80,179,72062,70926909,22,0
150,337,22888,34115697,21,0
42,94,44795,50912409,24,0
92,206,81143,52146792,22,0
194,434,25255,55895878,20,1
96,215,61989,57901696,22,0
127,284,44190,19802253,21,0
84,187,19575,59042075,22,0
10,23,10429,1427835,27,0
4,9,53728,56664477,29,0
13,31,46334,338855,26,0
35,78,21580,43683720,24,0
121,271,27765,45571757,21,1
27,62,10657,23600789,24,0
152,342,40126,42284117,21,0
8,17,62209,70751158,27,0
240,537,63854,46787169,20,0
55,124,88582,43883553,23,0
53,118,47111,25425611,23,0
46,103,70201,70083255,23,0
20,45,56383,60562314,25,0
9,20,24768,28448978,27,0
50,113,46248,56149882,23,0
24,54,60936,32361984,25,0
73,163,83397,63981329,22,0
31,71,26803,10178116,24,0
13,29,20931,30539237,26,0
12,27,20018,1982228,26,0
100,223,65830,15345778,22,0
60,136,47670,17447949,23,0
61,138,76523,63383575,23,0
33,74,51666,53177443,24,0
159,356,38672,71860018,21,0
11,25,46344,27812690,26,0
168,376,19015,39629783,20,1
13,31,35059,2704461,26,0
17,38,67421,40485393,25,0
69,154,75637,12181716,22,0
24,54,65219,43198273,25,0
9,21,19217,4734351,27,0
7,15,17351,6075079,27,0
63,142,38217,37555384,23,0
12,27,47771,3870411,26,0
17,39,28355,55634772,25,0
10,23,60554,25309658,27,0
4,9,26791,1470524,28,0
35,78,78235,1235606,24,0
192,430,80026,59116595,20,1
76,171,72023,19259026,22,0
70,157,20368,12621055,22,0
201,450,42299,45994492,20,0
225,503,67105,58548965,20,0
88,196,30290,62354782,22,0
59,133,60533,13195511,23,0
5,11,28122,40358889,28,0
80,179,87580,61478651,22,0
140,314,21628,52479198,21,1
319,714,67452,34705366,19,1
55,124,37962,35898751,23,0
44,98,65938,67411460,23,0
22,50,49713,56487106,25,0
25,56,32826,20126185,25,0
25,56,30224,68197854,25,0
146,326,16041,31499020,21,0
160,358,64027,53741312,21,1
76,171,44776,58328880,22,0
284,636,18248,63330971,19,0
22,49,18465,27625439,25,0
111,248,35764,26202485,21,0
21,47,59360,45834062,25,0
11,25,65702,276718,26,0
77,172,52186,26946606,22,0
201,450,68186,43174730,20,1
17,39,28089,1427447,25,0
23,51,21723,71756248,25,0
22,50,44190,21908101,25,0
92,206,77795,8249870,22,0
253,567,35409,19437800,20,0
160,358,62111,34433639,21,0
10,23,29836,41587774,27,0
35,78,33868,22059672,24,0
73,165,45925,71047759,22,0
101,225,87671,37988152,22,0
146,326,44725,17611819,21,1
17,38,30283,8078666,25,0
10,23,22424,63649946,27,0
121,342,44745,14198700,21,0
7,17,15562,3258320,27,0
88,196,46464,47629350,22,0
16,37,33752,3115296,26,0
11,25,40020,37249031,26,0
101,225,50574,50110130,22,1
265,594,60870,66557309,20,1
53,118,16290,16493852,23,0
17,40,5921,13934237,25,0
19,43,81611,47161832,25,0
58,130,30982,17803363,23,0
148,332,35092,62610581,21,0
20,46,18942,7697852,25,0
35,78,43391,2130557,24,0
10,22,11295,7503218,27,0
183,409,63789,4934254,20,1
38,85,53311,17200098,24,0
105,236,43788,50141764,22,1
96,215,54498,27154382,22,0
21,47,31767,3704088,25,0
7,15,26174,70862728,27,0
141,316,72665,39032998,21,1
92,206,61893,3848171,22,0
88,196,32796,35219922,22,0
58,130,70454,72851898,23,0
8,18,42411,209756,27,0
35,78,47316,29528422,24,0
92,206,65590,21249270,22,0
133,297,65722,37570395,21,1
22,49,44670,4651831,25,0
316,708,19418,45763402,19,0
30,68,23060,1471102,24,0
26,59,28909,1244152,25,0
3,8,58168,68537797,29,0
18,40,53230,45477090,25,0
274,613,82627,42733972,19,1
88,196,37862,32504516,23,0
8,17,6697,6725803,27,0
50,113,43969,34517997,23,0
89,200,66148,11948801,22,0
16,37,30614,61403026,26,0
5,13,31900,645017,28,0
63,142,82399,23541844,23,0
12,28,52651,19592695,26,0
60,136,50832,67359260,23,0
231,517,51917,12367922,20,0
50,112,36271,21026961,23,0
75,168,44190,60570250,22,0
105,236,99634,64462957,22,0
76,171,59118,67296688,22,0
2,4,41617,59110768,30,0
18,41,29075,3763668,25,0
105,236,79713,30050038,22,0
80,179,45274,55088089,22,0
25,56,22219,51948137,23,0
53,120,42271,38651787,23,0
20,45,61479,979264,25,0
38,85,39999,29721735,24,0
4,9,27583,22112555,28,0
231,517,90456,7563395,20,1
8,18,25400,74045796,27,0
127,284,50174,58969662,21,1
8,17,9909,69502814,27,0
42,94,59597,73851268,24,0
63,142,39169,5903789,23,0
12,27,37467,51100256,26,0
59,133,35094,46416122,23,0
167,375,35583,72740625,21,0
245,549,51294,37326753,20,0
59,133,52353,22086228,23,0
36,82,47176,1047748,24,0
13,29,43589,74054944,26,0
26,59,23255,24141758,25,0
55,124,25746,70992640,23,0
58,130,26566,19201665,23,0
101,225,18584,31347293,23,0
58,130,69768,53165981,23,0
42,94,72070,58703275,24,0
84,187,33415,4435962,22,0
146,326,67012,51379021,21,0
6,15,11727,19318909,27,0
1,3,30825,37646396,31,0
25,56,28526,18595232,25,0
157,351,57783,46484377,21,0
22,49,24392,6510171,25,0
15,34,45489,1218156,26,0
211,472,107915,62072515,20,1
58,130,24877,15606667,23,0
38,85,27909,26066967,24,0
5,11,15651,521116,28,0
98,219,57864,40010484,22,0
32,72,14924,24084184,24,0
172,385,113709,47432406,20,1
60,136,49011,51863976,23,0
58,130,24182,29413303,23,0
14,32,34880,5038802,26,0
16,35,37010,72811540,26,0
44,98,43635,29002579,23,0
139,311,65484,53125178,21,0
12,27,101394,73512846,26,0
50,113,35388,61608619,23,0
116,259,47987,7201271,21,1
22,49,34054,35516721,25,0
32,73,22587,47514800,24,0
26,59,20830,14116892,25,0
291,549,88162,27748709,19,0
37,83,25892,13981511,24,0
36,82,52132,26081862,24,0
36,82,11035,18456741,24,0
6,13,28932,71741117,28,0
127,284,92165,71857271,21,1
12,28,19980,8404858,26,0
14,32,14041,45810366,26,0
44,100,39370,47484758,23,0
12,28,81278,70390346,26,0
9,21,30539,4442027,27,0
55,123,35636,4305823,23,0
100,223,53476,73964058,22,0
291,651,6403,70085389,19,0
175,392,89375,70716030,20,1
94,210,55527,19128367,22,0
291,651,36282,13480671,19,1
9,20,21652,1070280,27,0
34,77,50692,11599483,24,0
183,411,17082,19277643,20,0
69,156,85412,72626757,22,0
8,19,46142,62110820,27,0
10,22,49677,150757,27,0
60,136,15874,41747161,23,0
35,78,40563,4248683,24,0
31,70,43270,5845878,24,0
9,20,25633,70126550,27,0
19,43,31870,11231010,25,0
35,78,51367,8320142,24,0
29,65,35767,19444074,24,0
38,85,34589,15438197,24,0
96,215,85279,30094706,22,0
137,307,74671,52968766,21,1
133,297,17140,12942564,21,0
42,94,79418,12934054,24,0
119,266,36119,54068747,21,0
9,21,25604,5715663,27,0
10,24,39999,25269706,26,0
19,43,21124,3555993,25,0
27,62,26982,20474478,24,0
96,215,48741,65854204,22,0
17,39,62193,71185512,25,0
22,49,67888,1332936,25,0
20,45,63023,50284795,25,0
44,98,51706,70843984,23,0
9,20,44498,27685770,27,0
19,43,69124,52620374,25,0
10,23,53085,63913797,27,0
29,65,60842,71874621,24,0
22,49,54348,71922127,25,0
29,65,39794,56614300,24,0
63,142,28669,44794601,23,0
127,284,68625,43930226,21,0
80,179,40214,8019199,22,0
24,54,20267,59920162,25,0
10,23,33913,49363165,27,0
66,149,24167,45012829,23,0
14,32,58079,63958721,26,0
12,28,38295,189089,26,0
20,45,9199,11042740,25,0
15,34,18389,56271449,26,0
22,50,56248,62237012,25,0
6,14,23807,31803705,28,0
73,163,16133,25294100,22,0
84,187,57766,29589780,22,0
19,43,48035,49102672,25,0
22,49,31456,1182703,25,0
80,179,50318,36596423,22,0
50,113,22095,28675527,23,0
46,103,2772,30345250,23,0
50,113,49465,28749676,23,0
180,403,83364,43148892,20,0
88,196,85936,28859580,22,0
9,20,44311,41766195,27,0
6,14,27588,2524462,28,0
6,15,53211,712678,27,0
18,41,34265,649604,25,0
201,450,57522,17631178,20,0
6,14,37915,43898011,28,0
76,170,90932,52625909,22,0
15,34,31161,18009051,26,0
49,110,74331,63760047,23,0
44,98,62210,35517229,23,0
69,156,94951,66685220,22,0
12,27,37301,45351318,26,0
13,29,82833,39525992,26,0
19,43,53434,348337,25,0
13,29,28474,45291700,26,0
10,22,77584,72522556,27,0
16,35,20014,43779161,26,0
20,45,42430,390696,25,0
42,94,50799,2851097,24,0
33,74,43575,26366677,24,0
55,124,55170,48695801,23,0
124,277,29682,33599790,21,1
3,8,26870,40407284,29,0
58,130,18431,33322980,23,0
221,494,83866,54415994,20,0
58,130,14674,42710142,23,0
12,28,33642,64927335,26,0
60,136,48730,7572952,23,0
15,33,40250,2368086,26,0
313,701,36491,58606888,19,0
63,142,49024,63746226,23,0
38,85,43489,8865653,24,0
84,187,11842,47002724,22,0
92,206,81279,46549085,22,0
21,47,46506,50113747,25,0
175,392,18419,63891645,20,0
20,45,35479,2291944,25,0
50,113,92023,73904148,23,0
321,717,75165,38610447,19,0
69,156,15872,28774402,22,0
13,29,41769,17559768,26,0
3,8,12462,810127,29,0
22,49,25402,5454313,25,0
21,47,61859,2419684,25,0
201,450,39794,26847378,20,0
121,271,26536,23887753,21,1
174,389,30557,57505161,20,0
146,326,74091,40526211,21,1
12,27,46459,34739427,26,0
46,103,31915,36501284,23,0
152,342,66043,32995337,21,0
30,68,17551,35345921,24,0
15,34,56450,628287,26,0
17,39,48947,37218802,25,0
151,338,78513,74611057,21,0
37,83,72474,17941377,24,0
121,271,74042,73088189,21,0
103,232,67670,30787594,22,0
13,31,23141,10372096,26,0
64,145,106461,53220467,23,0
7,17,15109,14429870,27,0
92,206,65585,49034768,22,0
201,450,67577,69993652,20,1
291,651,86126,29660550,19,1
13,29,22337,65524391,26,0
23,52,36348,16282106,25,0
249,557,100502,73486595,20,1
31,71,39714,3756237,24,0
55,124,19697,33989230,23,0
33,74,41001,66772987,24,0
80,179,83432,49200788,22,0
175,392,47398,48512019,20,0
25,56,104040,69975656,25,0
30,68,53328,61800999,23,0
23,51,62593,2105038,25,0
5,13,18081,207778,28,0
35,78,69008,55409663,24,0
88,196,38849,42966125,22,0
53,118,44816,37188615,23,0
27,62,43024,37300950,24,0
183,411,33667,65514336,20,0
2,5,61441,106199,30,0
152,342,43601,35346399,21,1
73,163,45764,46316849,22,0
231,517,45767,31164155,20,0
11,25,70762,25996339,26,0
84,187,23245,13765167,22,0
143,320,41567,30057017,21,0
105,236,64873,53007394,22,0
58,130,68216,67176105,23,0
29,66,56252,47799251,24,0
22,49,10816,13971880,25,0
60,136,46543,49944571,23,0
13,31,43317,1090554,26,0
9,20,31613,2226742,27,0
69,155,36983,12695001,22,0
73,163,63595,43368342,22,0
10,22,32899,57557203,27,0
55,124,11324,31561183,23,0
211,472,45989,73487892,20,0
25,56,36926,26150391,25,0
7,17,22757,38426911,27,0
84,187,26147,18617395,22,0
253,567,15046,70421974,20,0
39,88,52273,6709960,24,0
211,472,12233,45499923,20,0
9,21,31315,72699306,27,0
9,21,23056,1345467,27,0
12,27,31141,34072848,26,0
8,19,51566,65578058,27,0
152,342,32674,33902226,21,0
139,311,88879,70246986,21,0
221,494,75045,69829311,20,0
16,37,38207,18891801,26,0
26,59,34823,1863673,25,0
16,35,16769,25407704,26,0
8,17,34600,65527120,27,0
51,114,21156,6842800,23,0
4,9,41590,28649664,28,0
22,50,39021,50157873,25,0
63,142,85542,66348766,23,0
74,166,40120,40686327,22,0
30,68,29570,37173912,24,0
265,594,79052,38317839,20,0
